mlp,"{'Maximum_duration_of_Visit': 0.05627906976744183, 'Number_of_Visits_per_character': 0.014883720930232557, 'Time_to_entry_saccade': 0.005581395348837193, 'Number_of_regression': -4.4408920985006264e-17, 'extra_difficult_kanzi_words': 0.0, 'Percentage_of_regular_difficulty_kanzi_words': 0.004186046511627883, 'Percentage_of_adnominal_modification_out_of_total_nouns': 0.008372093023255811, 'Cossim_model6': 0.005116279069767415, 'Norm_model6': 0.017674418604651132}",2025-02-15_17-17-51
nb,"{'Maximum_duration_of_Visit': 0.05906976744186043, 'Number_of_Visits_per_character': 0.009767441860465053, 'Time_to_entry_saccade': 0.002790697674418552, 'Number_of_regression': 0.018139534883720908, 'extra_difficult_kanzi_words': 0.00046511627906975495, 'Percentage_of_regular_difficulty_kanzi_words': 0.0037209302325581064, 'Percentage_of_adnominal_modification_out_of_total_nouns': 0.008372093023255766, 'Cossim_model6': -0.005581395348837237, 'Norm_model6': 0.002325581395348797}",2025-02-15_17-17-51
model,PFI,Date
log,"{'Maximum_duration_of_Visit': 0.05255813953488373, 'Number_of_Visits_per_character': 0.0037209302325581285, 'Time_to_entry_saccade': 0.0032558139534883735, 'Number_of_regression': -0.00511627906976746, 'extra_difficult_kanzi_words': 0.0, 'Percentage_of_regular_difficulty_kanzi_words': 0.0018604651162790642, 'Percentage_of_adnominal_modification_out_of_total_nouns': 0.00046511627906975495, 'Cossim_model6': 0.008837209302325589, 'Norm_model6': 0.010697674418604652}",2025-02-15_17-22-26
rf,"{'Maximum_duration_of_Visit': 0.0, 'Number_of_Visits_per_character': 0.0, 'Time_to_entry_saccade': 0.0, 'Number_of_regression': 0.0, 'extra_difficult_kanzi_words': 0.0, 'Percentage_of_regular_difficulty_kanzi_words': 0.0, 'Percentage_of_adnominal_modification_out_of_total_nouns': 0.0, 'Cossim_model6': 0.0, 'Norm_model6': 0.0}",2025-02-15_17-22-26
gb,"{'Maximum_duration_of_Visit': 0.0813953488372093, 'Number_of_Visits_per_character': 0.05395348837209304, 'Time_to_entry_saccade': 0.026046511627906988, 'Number_of_regression': 0.0, 'extra_difficult_kanzi_words': 0.0, 'Percentage_of_regular_difficulty_kanzi_words': 0.008837209302325566, 'Percentage_of_adnominal_modification_out_of_total_nouns': 0.008837209302325589, 'Cossim_model6': 0.05255813953488371, 'Norm_model6': 0.05488372093023257}",2025-02-15_17-22-26
svm,"{'Maximum_duration_of_Visit': 0.1325581395348837, 'Number_of_Visits_per_character': 0.086046511627907, 'Time_to_entry_saccade': 0.12651162790697676, 'Number_of_regression': 0.1344186046511628, 'extra_difficult_kanzi_words': 0.010232558139534876, 'Percentage_of_regular_difficulty_kanzi_words': 0.08558139534883721, 'Percentage_of_adnominal_modification_out_of_total_nouns': 0.12232558139534881, 'Cossim_model6': 0.11906976744186046, 'Norm_model6': 0.10604651162790699}",2025-02-15_17-22-26
knn,"{'Maximum_duration_of_Visit': 0.05395348837209306, 'Number_of_Visits_per_character': 0.025581395348837254, 'Time_to_entry_saccade': 0.020930232558139594, 'Number_of_regression': 0.03581395348837213, 'extra_difficult_kanzi_words': -0.0004651162790697327, 'Percentage_of_regular_difficulty_kanzi_words': 0.02883720930232563, 'Percentage_of_adnominal_modification_out_of_total_nouns': 0.03116279069767447, 'Cossim_model6': 0.02837209302325585, 'Norm_model6': 0.003720930232558195}",2025-02-15_17-22-26
mlp,"{'Maximum_duration_of_Visit': 0.06418604651162792, 'Number_of_Visits_per_character': 0.02930232558139536, 'Time_to_entry_saccade': 0.02372093023255817, 'Number_of_regression': 0.013488372093023272, 'extra_difficult_kanzi_words': 0.00046511627906979934, 'Percentage_of_regular_difficulty_kanzi_words': 0.006046511627906992, 'Percentage_of_adnominal_modification_out_of_total_nouns': 0.027906976744186053, 'Cossim_model6': 0.018139534883720932, 'Norm_model6': 0.02093023255813955}",2025-02-15_17-22-26
nb,"{'Maximum_duration_of_Visit': 0.05906976744186043, 'Number_of_Visits_per_character': 0.009767441860465053, 'Time_to_entry_saccade': 0.002790697674418552, 'Number_of_regression': 0.018139534883720908, 'extra_difficult_kanzi_words': 0.00046511627906975495, 'Percentage_of_regular_difficulty_kanzi_words': 0.0037209302325581064, 'Percentage_of_adnominal_modification_out_of_total_nouns': 0.008372093023255766, 'Cossim_model6': -0.005581395348837237, 'Norm_model6': 0.002325581395348797}",2025-02-15_17-22-26
model,PFI,Date
log,"{'Maximum_duration_of_Visit': 0.05255813953488373, 'Number_of_Visits_per_character': 0.0037209302325581285, 'Time_to_entry_saccade': 0.0032558139534883735, 'Number_of_regression': -0.0037209302325581506, 'extra_difficult_kanzi_words': 0.0, 'Percentage_of_regular_difficulty_kanzi_words': 0.0018604651162790642, 'Percentage_of_adnominal_modification_out_of_total_nouns': 0.00046511627906975495, 'Cossim_model6': 0.008837209302325589, 'Norm_model6': 0.010232558139534876}",2025-02-15_17-25-32
rf,"{'Maximum_duration_of_Visit': 0.0, 'Number_of_Visits_per_character': 0.0, 'Time_to_entry_saccade': 0.0, 'Number_of_regression': 0.0, 'extra_difficult_kanzi_words': 0.0, 'Percentage_of_regular_difficulty_kanzi_words': 0.0, 'Percentage_of_adnominal_modification_out_of_total_nouns': 0.0, 'Cossim_model6': 0.0, 'Norm_model6': 0.0}",2025-02-15_17-25-32
gb,"{'Maximum_duration_of_Visit': 0.08697674418604646, 'Number_of_Visits_per_character': 0.034418604651162754, 'Time_to_entry_saccade': 0.0576744186046511, 'Number_of_regression': 0.0334883720930232, 'extra_difficult_kanzi_words': 0.0, 'Percentage_of_regular_difficulty_kanzi_words': 0.011627906976744118, 'Percentage_of_adnominal_modification_out_of_total_nouns': 0.026511627906976677, 'Cossim_model6': 0.0604651162790697, 'Norm_model6': 0.06558139534883715}",2025-02-15_17-25-32
svm,"{'Maximum_duration_of_Visit': 0.13813953488372094, 'Number_of_Visits_per_character': 0.12093023255813953, 'Time_to_entry_saccade': 0.10232558139534882, 'Number_of_regression': 0.1209302325581395, 'extra_difficult_kanzi_words': 0.004651162790697683, 'Percentage_of_regular_difficulty_kanzi_words': 0.07534883720930233, 'Percentage_of_adnominal_modification_out_of_total_nouns': 0.107906976744186, 'Cossim_model6': 0.12139534883720929, 'Norm_model6': 0.08930232558139535}",2025-02-15_17-25-32
knn,"{'Maximum_duration_of_Visit': 0.02976744186046514, 'Number_of_Visits_per_character': -0.0013953488372093093, 'Time_to_entry_saccade': -0.006046511627906992, 'Number_of_regression': -0.0065116279069767245, 'extra_difficult_kanzi_words': 0.00046511627906977717, 'Percentage_of_regular_difficulty_kanzi_words': 0.00046511627906975495, 'Percentage_of_adnominal_modification_out_of_total_nouns': -0.008837209302325589, 'Cossim_model6': 0.0018604651162790864, 'Norm_model6': -0.007441860465116279}",2025-02-15_17-25-32
mlp,"{'Maximum_duration_of_Visit': 0.06325581395348834, 'Number_of_Visits_per_character': 0.028837209302325563, 'Time_to_entry_saccade': 0.021395348837209283, 'Number_of_regression': 0.010232558139534853, 'extra_difficult_kanzi_words': -2.2204460492503132e-17, 'Percentage_of_regular_difficulty_kanzi_words': 0.0069767441860464794, 'Percentage_of_adnominal_modification_out_of_total_nouns': 0.02744186046511623, 'Cossim_model6': 0.015348837209302291, 'Norm_model6': 0.018139534883720887}",2025-02-15_17-25-32
nb,"{'Maximum_duration_of_Visit': 0.05906976744186043, 'Number_of_Visits_per_character': 0.009767441860465053, 'Time_to_entry_saccade': 0.002790697674418552, 'Number_of_regression': 0.018139534883720908, 'extra_difficult_kanzi_words': 0.00046511627906975495, 'Percentage_of_regular_difficulty_kanzi_words': 0.0037209302325581064, 'Percentage_of_adnominal_modification_out_of_total_nouns': 0.008372093023255766, 'Cossim_model6': -0.005581395348837237, 'Norm_model6': 0.002325581395348797}",2025-02-15_17-25-32
model,PFI,Date
log,"{'Maximum_duration_of_Visit': 0.05302325581395351, 'Number_of_Visits_per_character': 0.0032558139534883514, 'Time_to_entry_saccade': 0.0032558139534883735, 'Number_of_regression': -0.00511627906976746, 'extra_difficult_kanzi_words': 0.0, 'Percentage_of_regular_difficulty_kanzi_words': 0.0018604651162790642, 'Percentage_of_adnominal_modification_out_of_total_nouns': 0.00046511627906975495, 'Cossim_model6': 0.008837209302325589, 'Norm_model6': 0.010232558139534876}",2025-02-15_17-28-08
rf,"{'Maximum_duration_of_Visit': 0.07209302325581393, 'Number_of_Visits_per_character': 0.012558139534883671, 'Time_to_entry_saccade': 0.014883720930232514, 'Number_of_regression': 0.008372093023255766, 'extra_difficult_kanzi_words': 0.0, 'Percentage_of_regular_difficulty_kanzi_words': 0.015813953488372046, 'Percentage_of_adnominal_modification_out_of_total_nouns': 0.011627906976744162, 'Cossim_model6': 0.03720930232558135, 'Norm_model6': 0.024651162790697633}",2025-02-15_17-28-08
gb,"{'Maximum_duration_of_Visit': 0.057209302325581454, 'Number_of_Visits_per_character': 0.012558139534883762, 'Time_to_entry_saccade': -0.0018604651162790198, 'Number_of_regression': 0.0027906976744186186, 'extra_difficult_kanzi_words': 0.0, 'Percentage_of_regular_difficulty_kanzi_words': 2.2204460492503132e-17, 'Percentage_of_adnominal_modification_out_of_total_nouns': 0.0018604651162791087, 'Cossim_model6': 0.013488372093023292, 'Norm_model6': 0.014883720930232602}",2025-02-15_17-28-08
svm,"{'Maximum_duration_of_Visit': 0.13999999999999999, 'Number_of_Visits_per_character': 0.1227906976744186, 'Time_to_entry_saccade': 0.10279069767441859, 'Number_of_regression': 0.11906976744186044, 'extra_difficult_kanzi_words': 0.004651162790697683, 'Percentage_of_regular_difficulty_kanzi_words': 0.07441860465116279, 'Percentage_of_adnominal_modification_out_of_total_nouns': 0.1111627906976744, 'Cossim_model6': 0.12465116279069766, 'Norm_model6': 0.09116279069767444}",2025-02-15_17-28-08
knn,"{'Maximum_duration_of_Visit': 0.027906976744186095, 'Number_of_Visits_per_character': 0.00046511627906984374, 'Time_to_entry_saccade': 0.003720930232558195, 'Number_of_regression': -0.004651162790697638, 'extra_difficult_kanzi_words': 0.00046511627906977717, 'Percentage_of_regular_difficulty_kanzi_words': 0.0027906976744186407, 'Percentage_of_adnominal_modification_out_of_total_nouns': 0.005581395348837259, 'Cossim_model6': 0.0009302325581395987, 'Norm_model6': 4.4408920985006264e-17}",2025-02-15_17-28-08
mlp,"{'Maximum_duration_of_Visit': 0.07488372093023252, 'Number_of_Visits_per_character': 0.02790697674418603, 'Time_to_entry_saccade': 0.03488372093023253, 'Number_of_regression': 0.017674418604651132, 'extra_difficult_kanzi_words': 0.0037209302325581064, 'Percentage_of_regular_difficulty_kanzi_words': 0.017209302325581377, 'Percentage_of_adnominal_modification_out_of_total_nouns': 0.039999999999999994, 'Cossim_model6': 0.023255813953488347, 'Norm_model6': 0.034418604651162775}",2025-02-15_17-28-08
nb,"{'Maximum_duration_of_Visit': 0.05906976744186043, 'Number_of_Visits_per_character': 0.009767441860465053, 'Time_to_entry_saccade': 0.002790697674418552, 'Number_of_regression': 0.018139534883720908, 'extra_difficult_kanzi_words': 0.00046511627906975495, 'Percentage_of_regular_difficulty_kanzi_words': 0.0037209302325581064, 'Percentage_of_adnominal_modification_out_of_total_nouns': 0.008372093023255766, 'Cossim_model6': -0.005581395348837237, 'Norm_model6': 0.002325581395348797}",2025-02-15_17-28-08
model,PFI,Date
log,"{'Maximum_duration_of_Visit': 0.05255813953488373, 'Number_of_Visits_per_character': 0.0037209302325581285, 'Time_to_entry_saccade': 0.0032558139534883735, 'Number_of_regression': -0.0041860465116279055, 'extra_difficult_kanzi_words': 0.0, 'Percentage_of_regular_difficulty_kanzi_words': 0.0018604651162790642, 'Percentage_of_adnominal_modification_out_of_total_nouns': 0.00046511627906975495, 'Cossim_model6': 0.008837209302325589, 'Norm_model6': 0.010232558139534876}",2025-02-15_17-30-26
rf,"{'Maximum_duration_of_Visit': 0.0, 'Number_of_Visits_per_character': 0.0, 'Time_to_entry_saccade': 0.0, 'Number_of_regression': 0.0, 'extra_difficult_kanzi_words': 0.0, 'Percentage_of_regular_difficulty_kanzi_words': 0.0, 'Percentage_of_adnominal_modification_out_of_total_nouns': 0.0, 'Cossim_model6': 0.0, 'Norm_model6': 0.0}",2025-02-15_17-30-26
gb,"{'Maximum_duration_of_Visit': 0.08930232558139536, 'Number_of_Visits_per_character': 0.07116279069767442, 'Time_to_entry_saccade': 0.043720930232558144, 'Number_of_regression': 0.0, 'extra_difficult_kanzi_words': 0.0, 'Percentage_of_regular_difficulty_kanzi_words': 0.016279069767441867, 'Percentage_of_adnominal_modification_out_of_total_nouns': 0.010697674418604652, 'Cossim_model6': 0.05627906976744188, 'Norm_model6': 0.0683720930232558}",2025-02-15_17-30-26
svm,"{'Maximum_duration_of_Visit': 0.1325581395348837, 'Number_of_Visits_per_character': 0.086046511627907, 'Time_to_entry_saccade': 0.12651162790697676, 'Number_of_regression': 0.1344186046511628, 'extra_difficult_kanzi_words': 0.010232558139534876, 'Percentage_of_regular_difficulty_kanzi_words': 0.08558139534883721, 'Percentage_of_adnominal_modification_out_of_total_nouns': 0.12232558139534881, 'Cossim_model6': 0.11906976744186046, 'Norm_model6': 0.10604651162790699}",2025-02-15_17-30-26
knn,"{'Maximum_duration_of_Visit': 0.036279069767441906, 'Number_of_Visits_per_character': 0.02651162790697681, 'Time_to_entry_saccade': 0.017209302325581443, 'Number_of_regression': 0.020930232558139573, 'extra_difficult_kanzi_words': 0.0009302325581395765, 'Percentage_of_regular_difficulty_kanzi_words': 0.019534883720930284, 'Percentage_of_adnominal_modification_out_of_total_nouns': 0.02558139534883728, 'Cossim_model6': 0.020930232558139594, 'Norm_model6': 0.018604651162790753}",2025-02-15_17-30-26
mlp,"{'Maximum_duration_of_Visit': 0.17302325581395353, 'Number_of_Visits_per_character': 0.11395348837209304, 'Time_to_entry_saccade': 0.12325581395348839, 'Number_of_regression': 0.1395348837209303, 'extra_difficult_kanzi_words': 0.00511627906976746, 'Percentage_of_regular_difficulty_kanzi_words': 0.09069767441860466, 'Percentage_of_adnominal_modification_out_of_total_nouns': 0.13860465116279072, 'Cossim_model6': 0.1474418604651163, 'Norm_model6': 0.11813953488372095}",2025-02-15_17-30-26
nb,"{'Maximum_duration_of_Visit': 0.05906976744186043, 'Number_of_Visits_per_character': 0.009767441860465053, 'Time_to_entry_saccade': 0.002790697674418552, 'Number_of_regression': 0.018139534883720908, 'extra_difficult_kanzi_words': 0.00046511627906975495, 'Percentage_of_regular_difficulty_kanzi_words': 0.0037209302325581064, 'Percentage_of_adnominal_modification_out_of_total_nouns': 0.008372093023255766, 'Cossim_model6': -0.005581395348837237, 'Norm_model6': 0.002325581395348797}",2025-02-15_17-30-26
model,PFI,Date
log,"{'Maximum_duration_of_Visit': 0.05255813953488373, 'Number_of_Visits_per_character': 0.004651162790697638, 'Time_to_entry_saccade': 0.0032558139534883735, 'Number_of_regression': -0.0037209302325581506, 'extra_difficult_kanzi_words': 0.0, 'Percentage_of_regular_difficulty_kanzi_words': 0.0018604651162790642, 'Percentage_of_adnominal_modification_out_of_total_nouns': 0.00046511627906975495, 'Cossim_model6': 0.008837209302325589, 'Norm_model6': 0.010232558139534876}",2025-02-15_17-32-15
rf,"{'Maximum_duration_of_Visit': 0.0, 'Number_of_Visits_per_character': 0.0, 'Time_to_entry_saccade': 0.0, 'Number_of_regression': 0.0, 'extra_difficult_kanzi_words': 0.0, 'Percentage_of_regular_difficulty_kanzi_words': 0.0, 'Percentage_of_adnominal_modification_out_of_total_nouns': 0.0, 'Cossim_model6': 0.0, 'Norm_model6': 0.0}",2025-02-15_17-32-15
gb,"{'Maximum_duration_of_Visit': 0.09162790697674421, 'Number_of_Visits_per_character': 0.06279069767441862, 'Time_to_entry_saccade': 0.024651162790697678, 'Number_of_regression': 0.0, 'extra_difficult_kanzi_words': 0.0, 'Percentage_of_regular_difficulty_kanzi_words': 0.0041860465116279055, 'Percentage_of_adnominal_modification_out_of_total_nouns': 0.014883720930232557, 'Cossim_model6': 0.07534883720930234, 'Norm_model6': 0.06976744186046513}",2025-02-15_17-32-15
svm,"{'Maximum_duration_of_Visit': 0.11720930232558138, 'Number_of_Visits_per_character': 0.08232558139534878, 'Time_to_entry_saccade': 0.07162790697674415, 'Number_of_regression': 0.08883720930232555, 'extra_difficult_kanzi_words': 0.004651162790697616, 'Percentage_of_regular_difficulty_kanzi_words': 0.054883720930232506, 'Percentage_of_adnominal_modification_out_of_total_nouns': 0.07860465116279065, 'Cossim_model6': 0.08976744186046508, 'Norm_model6': 0.06976744186046506}",2025-02-15_17-32-15
knn,"{'Maximum_duration_of_Visit': 0.023720930232558102, 'Number_of_Visits_per_character': -0.004651162790697705, 'Time_to_entry_saccade': -0.0013953488372093537, 'Number_of_regression': -0.007441860465116324, 'extra_difficult_kanzi_words': 0.00046511627906975495, 'Percentage_of_regular_difficulty_kanzi_words': 0.0013953488372092648, 'Percentage_of_adnominal_modification_out_of_total_nouns': -0.005116279069767504, 'Cossim_model6': 0.0004651162790697327, 'Norm_model6': -0.0032558139534884178}",2025-02-15_17-32-15
mlp,"{'Maximum_duration_of_Visit': 0.06093023255813947, 'Number_of_Visits_per_character': -0.005116279069767482, 'Time_to_entry_saccade': 0.002325581395348797, 'Number_of_regression': -0.0069767441860465905, 'extra_difficult_kanzi_words': -0.00046511627906979934, 'Percentage_of_regular_difficulty_kanzi_words': -0.003720930232558195, 'Percentage_of_adnominal_modification_out_of_total_nouns': 0.006976744186046458, 'Cossim_model6': -0.010232558139534942, 'Norm_model6': -0.0009302325581395765}",2025-02-15_17-32-15
